,Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS
942,Stevie Wilkerson,27,0,MLB-AL,Baltimore,98,314,291,34,63,15,1,10,34,15,0,99,6,0,2,4,2,3,0.21600000000000003,0.268,0.37799999999999995,0.6459999999999999
943,Devin Williams,24,25,MLB-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
944,Nick Williams,25,31,MLB-NL,Philadelphia,60,107,101,9,16,4,0,2,5,4,0,39,2,0,0,1,0,0,0.158,0.20600000000000002,0.257,0.46299999999999997
945,Taylor Williams,27,120,MLB-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
946,Trevor Williams,27,3,MLB-NL,Pittsburgh,17,36,28,1,5,0,0,0,4,2,0,14,0,6,0,0,0,0,0.179,0.233,0.179,0.41200000000000003
947,Mac Williamson,28,49,"MLB-AL,MLB-NL","Seattle,San Francisco",40,144,128,13,20,1,0,4,17,14,0,44,2,0,0,3,2,1,0.156,0.25,0.258,0.508
948,Bobby Wilson,36,36,MLB-AL,Detroit,15,47,44,2,4,1,0,0,2,2,0,11,0,1,0,0,0,0,0.091,0.13,0.114,0.244
949,Bryse Wilson,21,47,MLB-NL,Atlanta,4,8,8,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0.25,0.25,0.25,0.5
950,Jesse Winker,25,14,MLB-NL,Cincinnati,113,382,336,51,91,17,2,16,38,38,2,58,8,0,0,10,0,2,0.271,0.359,0.47600000000000003,0.835
951,Dan Winkler,29,79,MLB-NL,Atlanta,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,
952,Patrick Wisdom,27,129,MLB-AL,Texas,9,28,26,1,4,1,0,0,1,1,0,15,0,1,0,0,0,0,0.154,0.185,0.192,0.377
953,Matt Wisler,26,114,MLB-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
954,Asher Wojciechowski,30,4,MLB-AL,Baltimore,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
955,Tony Wolters,27,0,MLB-NL,Colorado,102,358,315,38,88,15,2,1,35,29,4,56,6,2,6,8,0,1,0.27899999999999997,0.34600000000000003,0.349,0.695
956,Kolten Wong,28,0,MLB-NL,St. Louis,131,477,413,51,119,23,3,10,54,44,5,71,13,3,4,1,19,2,0.28800000000000003,0.371,0.431,0.802
957,Alex Wood,28,3,MLB-NL,Cincinnati,7,12,9,0,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0.222,0.222,0.222,0.444
958,Brandon Woodruff,26,42,MLB-NL,Milwaukee,23,49,45,1,12,4,0,0,4,1,0,20,0,3,0,0,0,0,0.267,0.28300000000000003,0.35600000000000004,0.638
959,Kyle Wright,23,45,MLB-NL,Atlanta,4,6,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0
960,Austin Wynns,28,44,MLB-AL,Baltimore,16,47,43,3,10,1,0,0,3,3,0,7,0,1,0,1,0,0,0.233,0.28300000000000003,0.256,0.5379999999999999
961,Jordan Yamamoto,23,8,MLB-NL,Miami,14,23,19,0,1,0,0,0,1,0,0,7,0,4,0,1,0,0,0.053,0.053,0.053,0.105
962,Mike Yastrzemski,28,0,MLB-NL,San Francisco,83,311,283,50,75,15,3,18,48,21,1,79,3,1,3,4,1,3,0.265,0.319,0.53,0.8490000000000001
963,Christian Yelich,27,0,MLB-NL,Milwaukee,122,546,464,95,152,27,3,42,92,72,16,111,7,0,3,8,26,2,0.32799999999999996,0.423,0.67,1.093
964,Alex Young,25,0,MLB-NL,Arizona,11,18,18,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.111
965,Mark Zagunis,26,14,MLB-NL,Chicago,29,40,36,2,9,3,0,0,5,4,0,16,0,0,0,1,0,0,0.25,0.325,0.33299999999999996,0.6579999999999999
966,Seby Zavala,25,29,MLB-AL,Chicago,5,12,12,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0.083,0.083,0.083,0.16699999999999998
967,Ryan Zimmerman,34,0,MLB-NL,Washington,34,136,121,13,30,8,0,4,17,13,0,27,0,0,2,1,0,0,0.248,0.316,0.413,0.7290000000000001
968,Jordan Zimmermann,33,74,MLB-AL,Detroit,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
969,Ben Zobrist,38,118,MLB-NL,Chicago,26,99,83,12,20,1,0,0,10,14,0,12,0,0,2,5,0,0,0.24100000000000002,0.34299999999999997,0.253,0.596
970,Mike Zunino,28,0,MLB-AL,Tampa Bay,77,267,244,28,42,10,1,8,30,20,0,91,3,0,0,4,0,0,0.172,0.243,0.32,0.563
